05AD,0596,֭,֖,HEBREW ACCENT DEHI,BREW ACCENT TIPEHA
118D,116E 116E,ᆍ,ᅮᅮ,HANGUL JUNGSEONG U-U,NGUL JUNGSEONG U, HANGUL JUNGSEONG U
1171,116E 4E28,ᅱ,ᅮ丨,HANGUL JUNGSEONG WI,NGUL JUNGSEONG U, CJK UNIFIED IDEOGRAPH-4E28
315F,116E 4E28,ㅟ,ᅮ丨,HANGUL LETTER WI,NGUL JUNGSEONG U, CJK UNIFIED IDEOGRAPH-4E28
D7B6,116E 4E28 4E28,ힶ,ᅮ丨丨,HANGUL JUNGSEONG U-I-I,NGUL JUNGSEONG U, CJK UNIFIED IDEOGRAPH-4E28, CJK UNIFIED IDEOGRAPH-4E28
3160,1172,ㅠ,ᅲ,HANGUL LETTER YU,NGUL JUNGSEONG YU
118E,1172 1161,ᆎ,ᅲᅡ,HANGUL JUNGSEONG YU-A,NGUL JUNGSEONG YU, HANGUL JUNGSEONG A
D7B7,1172 1161 4E28,ힷ,ᅲᅡ丨,HANGUL JUNGSEONG YU-AE,NGUL JUNGSEONG YU, HANGUL JUNGSEONG A, CJK UNIFIED IDEOGRAPH-4E28
118F,1172 1165,ᆏ,ᅲᅥ,HANGUL JUNGSEONG YU-EO,NGUL JUNGSEONG YU, HANGUL JUNGSEONG EO
1190,1172 1165 4E28,ᆐ,ᅲᅥ丨,HANGUL JUNGSEONG YU-E,NGUL JUNGSEONG YU, HANGUL JUNGSEONG EO, CJK UNIFIED IDEOGRAPH-4E28
1191,1172 1167,ᆑ,ᅲᅧ,HANGUL JUNGSEONG YU-YEO,NGUL JUNGSEONG YU, HANGUL JUNGSEONG YEO
318A,1172 1167,ㆊ,ᅲᅧ,HANGUL LETTER YU-YEO,NGUL JUNGSEONG YU, HANGUL JUNGSEONG YEO
1192,1172 1167 4E28,ᆒ,ᅲᅧ丨,HANGUL JUNGSEONG YU-YE,NGUL JUNGSEONG YU, HANGUL JUNGSEONG YEO, CJK UNIFIED IDEOGRAPH-4E28
318B,1172 1167 4E28,ㆋ,ᅲᅧ丨,HANGUL LETTER YU-YE,NGUL JUNGSEONG YU, HANGUL JUNGSEONG YEO, CJK UNIFIED IDEOGRAPH-4E28
D7B8,1172 1169,ힸ,ᅲᅩ,HANGUL JUNGSEONG YU-O,NGUL JUNGSEONG YU, HANGUL JUNGSEONG O
1193,1172 116E,ᆓ,ᅲᅮ,HANGUL JUNGSEONG YU-U,NGUL JUNGSEONG YU, HANGUL JUNGSEONG U
1194,1172 4E28,ᆔ,ᅲ丨,HANGUL JUNGSEONG YU-I,NGUL JUNGSEONG YU, CJK UNIFIED IDEOGRAPH-4E28
318C,1172 4E28,ㆌ,ᅲ丨,HANGUL LETTER YU-I,NGUL JUNGSEONG YU, CJK UNIFIED IDEOGRAPH-4E28
318D,119E,ㆍ,ᆞ,HANGUL LETTER ARAEA,NGUL JUNGSEONG ARAEA
D7C5,119E 1161,ퟅ,ᆞᅡ,HANGUL JUNGSEONG ARAEA-A,NGUL JUNGSEONG ARAEA, HANGUL JUNGSEONG A
119F,119E 1165,ᆟ,ᆞᅥ,HANGUL JUNGSEONG ARAEA-EO,NGUL JUNGSEONG ARAEA, HANGUL JUNGSEONG EO
D7C6,119E 1165 4E28,ퟆ,ᆞᅥ丨,HANGUL JUNGSEONG ARAEA-E,NGUL JUNGSEONG ARAEA, HANGUL JUNGSEONG EO, CJK UNIFIED IDEOGRAPH-4E28
11A0,119E 116E,ᆠ,ᆞᅮ,HANGUL JUNGSEONG ARAEA-U,NGUL JUNGSEONG ARAEA, HANGUL JUNGSEONG U
11A2,119E 119E,ᆢ,ᆞᆞ,HANGUL JUNGSEONG SSANGARAEA,NGUL JUNGSEONG ARAEA, HANGUL JUNGSEONG ARAEA
11A1,119E 4E28,ᆡ,ᆞ丨,HANGUL JUNGSEONG ARAEA-I,NGUL JUNGSEONG ARAEA, CJK UNIFIED IDEOGRAPH-4E28
318E,119E 4E28,ㆎ,ᆞ丨,HANGUL LETTER ARAEAE,NGUL JUNGSEONG ARAEA, CJK UNIFIED IDEOGRAPH-4E28
30D8,3078,ヘ,へ,KATAKANA LETTER HE,RAGANA LETTER HE
2341,303C,⍁,〼,APL FUNCTIONAL SYMBOL QUAD SLASH,SU MARK
29C4,303C,⧄,〼,SQUARED RISING DIAGONAL SLASH,SU MARK
A49E,A04A,꒞,ꁊ,YI RADICAL PUT,SYLLABLE PUT
A4AC,A050,꒬,ꁐ,YI RADICAL PYT,SYLLABLE PYT
A49C,A0C0,꒜,ꃀ,YI RADICAL MOP,SYLLABLE MOP
A4A8,A132,꒨,ꄲ,YI RADICAL TU,SYLLABLE TU
A4BF,A259,꒿,ꉙ,YI RADICAL HXOP,SYLLABLE HXOP
A4BE,A2B1,꒾,ꊱ,YI RADICAL CIP,SYLLABLE CIP
A494,A2CD,꒔,ꋍ,YI RADICAL CYP,SYLLABLE CYP
A4C0,A3AB,꓀,ꎫ,YI RADICAL SHAT,SYLLABLE SHAT
A4C2,A3B5,꓂,ꎵ,YI RADICAL SHOP,SYLLABLE SHOP
A4BA,A3BF,꒺,ꎿ,YI RADICAL SHUR,SYLLABLE SHUR
A4B0,A3C2,꒰,ꏂ,YI RADICAL SHY,SYLLABLE SHY
A4A7,A458,꒧,ꑘ,YI RADICAL NYOP,SYLLABLE NYOP
22A5,A4D5,⊥,ꓕ,UP TACK,SU LETTER THA
27C2,A4D5,⟂,ꓕ,PERPENDICULAR,SU LETTER THA
1D21C,A4D5,𝈜,ꓕ,GREEK VOCAL NOTATION SYMBOL-54,SU LETTER THA
A7B1,A4D5,Ʇ,ꓕ,LATIN CAPITAL LETTER TURNED T,SU LETTER THA
A79E,A4E4,Ꞟ,ꓤ,LATIN CAPITAL LETTER VOLAPUK UE,SU LETTER ZA
2141,A4E8,⅁,ꓨ,TURNED SANS-SERIF CAPITAL G,SU LETTER HHA
2142,A4F6,⅂,ꓶ,TURNED SANS-SERIF CAPITAL L,SU LETTER UH
1D215,A4F6,𝈕,ꓶ,GREEK VOCAL NOTATION SYMBOL-22,SU LETTER UH
1D22B,A4F6,𝈫,ꓶ,GREEK INSTRUMENTAL NOTATION SYMBOL-24,SU LETTER UH
16F26,A4F6,𖼦,ꓶ,MIAO LETTER HA,SU LETTER UH
10411,A4F6,𐐑,ꓶ,DESERET CAPITAL LETTER PEE,SU LETTER UH
2143,16F00,⅃,𖼀,REVERSED SANS-SERIF CAPITAL L,AO LETTER PA
11AE6,11AE5 11AEF,𑫦,𑫥𑫯,PAU CIN HAU RISING TONE,U CIN HAU RISING TONE LONG, PAU CIN HAU MID-LEVEL TONE
11AE8,11AE5 11AE5,𑫨,𑫥𑫥,PAU CIN HAU RISING TONE LONG FINAL,U CIN HAU RISING TONE LONG, PAU CIN HAU RISING TONE LONG
11AE9,11AE5 11AE5 11AEF,𑫩,𑫥𑫥𑫯,PAU CIN HAU RISING TONE FINAL,U CIN HAU RISING TONE LONG, PAU CIN HAU RISING TONE LONG, PAU CIN HAU MID-LEVEL TONE
11AEA,11AE5 11AE5 11AF0,𑫪,𑫥𑫥𑫰,PAU CIN HAU SANDHI GLOTTAL STOP FINAL,U CIN HAU RISING TONE LONG, PAU CIN HAU RISING TONE LONG, PAU CIN HAU GLOTTAL STOP VARIANT
11AE7,11AE5 11AF0,𑫧,𑫥𑫰,PAU CIN HAU SANDHI GLOTTAL STOP,U CIN HAU RISING TONE LONG, PAU CIN HAU GLOTTAL STOP VARIANT
11AF4,11AF3 11AEF,𑫴,𑫳𑫯,PAU CIN HAU LOW-FALLING TONE,U CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU MID-LEVEL TONE
11AF6,11AF3 11AF3,𑫶,𑫳𑫳,PAU CIN HAU LOW-FALLING TONE LONG FINAL,U CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU LOW-FALLING TONE LONG
11AF7,11AF3 11AF3 11AEF,𑫷,𑫳𑫳𑫯,PAU CIN HAU LOW-FALLING TONE FINAL,U CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU MID-LEVEL TONE
11AF8,11AF3 11AF3 11AF0,𑫸,𑫳𑫳𑫰,PAU CIN HAU GLOTTAL STOP FINAL,U CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU GLOTTAL STOP VARIANT
11AF5,11AF3 11AF0,𑫵,𑫳𑫰,PAU CIN HAU GLOTTAL STOP,U CIN HAU LOW-FALLING TONE LONG, PAU CIN HAU GLOTTAL STOP VARIANT
11AEC,11AEB 11AEF,𑫬,𑫫𑫯,PAU CIN HAU SANDHI TONE,U CIN HAU SANDHI TONE LONG, PAU CIN HAU MID-LEVEL TONE
11AED,11AEB 11AEB,𑫭,𑫫𑫫,PAU CIN HAU SANDHI TONE LONG FINAL,U CIN HAU SANDHI TONE LONG, PAU CIN HAU SANDHI TONE LONG
11AEE,11AEB 11AEB 11AEF,𑫮,𑫫𑫫𑫯,PAU CIN HAU SANDHI TONE FINAL,U CIN HAU SANDHI TONE LONG, PAU CIN HAU SANDHI TONE LONG, PAU CIN HAU MID-LEVEL TONE
2295,102A8,⊕,𐊨,CIRCLED PLUS,RIAN LETTER Q
2A01,102A8,⨁,𐊨,N-ARY CIRCLED PLUS OPERATOR,RIAN LETTER Q
1F728,102A8,🜨,𐊨,ALCHEMICAL SYMBOL FOR VERDIGRIS,RIAN LETTER Q
A69A,102A8,Ꚛ,𐊨,CYRILLIC CAPITAL LETTER CROSSED O,RIAN LETTER Q
25BD,102BC,▽,𐊼,WHITE DOWN-POINTING TRIANGLE,RIAN LETTER K
1D214,102BC,𝈔,𐊼,GREEK VOCAL NOTATION SYMBOL-21,RIAN LETTER K
1F704,102BC,🜄,𐊼,ALCHEMICAL SYMBOL FOR WATER,RIAN LETTER K
29D6,102C0,⧖,𐋀,WHITE HOURGLASS,RIAN LETTER G
A79B,1043A,ꞛ,𐐺,LATIN SMALL LETTER VOLAPUK AE,SERET SMALL LETTER BEE
A79A,10412,Ꞛ,𐐒,LATIN CAPITAL LETTER VOLAPUK AE,SERET CAPITAL LETTER BEE
104A0,10486,𐒠,𐒆,OSMANYA DIGIT ZERO,MANYA LETTER DEEL
103D1,10382,𐏑,𐎂,OLD PERSIAN NUMBER ONE,ARITIC LETTER GAMLA
103D3,10393,𐏓,𐎓,OLD PERSIAN NUMBER TEN,ARITIC LETTER AIN
12038,1039A,𒀸,𐎚,CUNEIFORM SIGN ASH,ARITIC LETTER TO
2625,1099E,☥,‎𐦞‎,ANKH,ROITIC HIEROGLYPHIC SYMBOL VIDJ
132F9,1099E,𓋹,‎𐦞‎,EGYPTIAN HIEROGLYPH S034,ROITIC HIEROGLYPHIC SYMBOL VIDJ
3039,5344,〹,卄,HANGZHOU NUMERAL TWENTY,K UNIFIED IDEOGRAPH-5344
F967,4E0D,不,不,CJK COMPATIBILITY IDEOGRAPH-F967,K UNIFIED IDEOGRAPH-4E0D
2F800,4E3D,丽,丽,CJK COMPATIBILITY IDEOGRAPH-2F800,K UNIFIED IDEOGRAPH-4E3D
FA70,4E26,並,並,CJK COMPATIBILITY IDEOGRAPH-FA70,K UNIFIED IDEOGRAPH-4E26
239C,4E28,⎜,丨,LEFT PARENTHESIS EXTENSION,K UNIFIED IDEOGRAPH-4E28
239F,4E28,⎟,丨,RIGHT PARENTHESIS EXTENSION,K UNIFIED IDEOGRAPH-4E28
23A2,4E28,⎢,丨,LEFT SQUARE BRACKET EXTENSION,K UNIFIED IDEOGRAPH-4E28
23A5,4E28,⎥,丨,RIGHT SQUARE BRACKET EXTENSION,K UNIFIED IDEOGRAPH-4E28
23AA,4E28,⎪,丨,CURLY BRACKET EXTENSION,K UNIFIED IDEOGRAPH-4E28
23AE,4E28,⎮,丨,INTEGRAL EXTENSION,K UNIFIED IDEOGRAPH-4E28
31D1,4E28,㇑,丨,CJK STROKE S,K UNIFIED IDEOGRAPH-4E28
1175,4E28,ᅵ,丨,HANGUL JUNGSEONG I,K UNIFIED IDEOGRAPH-4E28
3163,4E28,ㅣ,丨,HANGUL LETTER I,K UNIFIED IDEOGRAPH-4E28
2F01,4E28,⼁,丨,KANGXI RADICAL LINE,K UNIFIED IDEOGRAPH-4E28
119C,4E28 30FC,ᆜ,丨ー,HANGUL JUNGSEONG I-EU,K UNIFIED IDEOGRAPH-4E28, KATAKANA-HIRAGANA PROLONGED SOUND MARK
1198,4E28 1161,ᆘ,丨ᅡ,HANGUL JUNGSEONG I-A,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG A
1199,4E28 1163,ᆙ,丨ᅣ,HANGUL JUNGSEONG I-YA,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YA
D7BD,4E28 1163 1169,ힽ,丨ᅣᅩ,HANGUL JUNGSEONG I-YA-O,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YA, HANGUL JUNGSEONG O
D7BE,4E28 1163 4E28,ힾ,丨ᅣ丨,HANGUL JUNGSEONG I-YAE,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YA, CJK UNIFIED IDEOGRAPH-4E28
D7BF,4E28 1167,ힿ,丨ᅧ,HANGUL JUNGSEONG I-YEO,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YEO
D7C0,4E28 1167 4E28,ퟀ,丨ᅧ丨,HANGUL JUNGSEONG I-YE,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YEO, CJK UNIFIED IDEOGRAPH-4E28
119A,4E28 1169,ᆚ,丨ᅩ,HANGUL JUNGSEONG I-O,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG O
D7C1,4E28 1169 4E28,ퟁ,丨ᅩ丨,HANGUL JUNGSEONG I-O-I,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG O, CJK UNIFIED IDEOGRAPH-4E28
D7C2,4E28 116D,ퟂ,丨ᅭ,HANGUL JUNGSEONG I-YO,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YO
119B,4E28 116E,ᆛ,丨ᅮ,HANGUL JUNGSEONG I-U,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG U
D7C3,4E28 1172,ퟃ,丨ᅲ,HANGUL JUNGSEONG I-YU,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG YU
119D,4E28 119E,ᆝ,丨ᆞ,HANGUL JUNGSEONG I-ARAEA,K UNIFIED IDEOGRAPH-4E28, HANGUL JUNGSEONG ARAEA
D7C4,4E28 4E28,ퟄ,丨丨,HANGUL JUNGSEONG I-I,K UNIFIED IDEOGRAPH-4E28, CJK UNIFIED IDEOGRAPH-4E28
F905,4E32,串,串,CJK COMPATIBILITY IDEOGRAPH-F905,K UNIFIED IDEOGRAPH-4E32
2F801,4E38,丸,丸,CJK COMPATIBILITY IDEOGRAPH-2F801,K UNIFIED IDEOGRAPH-4E38
F95E,4E39,丹,丹,CJK COMPATIBILITY IDEOGRAPH-F95E,K UNIFIED IDEOGRAPH-4E39
2F802,4E41,乁,乁,CJK COMPATIBILITY IDEOGRAPH-2F802,K UNIFIED IDEOGRAPH-4E41
31E0,4E59,㇠,乙,CJK STROKE HXWG,K UNIFIED IDEOGRAPH-4E59
2F04,4E59,⼄,乙,KANGXI RADICAL SECOND,K UNIFIED IDEOGRAPH-4E59
31DF,4E5A,㇟,乚,CJK STROKE SWG,K UNIFIED IDEOGRAPH-4E5A
2E83,4E5A,⺃,乚,CJK RADICAL SECOND TWO,K UNIFIED IDEOGRAPH-4E5A
31D6,4E5B,㇖,乛,CJK STROKE HG,K UNIFIED IDEOGRAPH-4E5B
2E82,4E5B,⺂,乛,CJK RADICAL SECOND ONE,K UNIFIED IDEOGRAPH-4E5B
2EF2,4E80,⻲,亀,CJK RADICAL J-SIMPLIFIED TURTLE,K UNIFIED IDEOGRAPH-4E80
F91B,4E82,亂,亂,CJK COMPATIBILITY IDEOGRAPH-F91B,K UNIFIED IDEOGRAPH-4E82
31DA,4E85,㇚,亅,CJK STROKE SG,K UNIFIED IDEOGRAPH-4E85
2F05,4E85,⼅,亅,KANGXI RADICAL HOOK,K UNIFIED IDEOGRAPH-4E85
F9BA,4E86,了,了,CJK COMPATIBILITY IDEOGRAPH-F9BA,K UNIFIED IDEOGRAPH-4E86
30CB,4E8C,ニ,二,KATAKANA LETTER NI,K UNIFIED IDEOGRAPH-4E8C
2F06,4E8C,⼆,二,KANGXI RADICAL TWO,K UNIFIED IDEOGRAPH-4E8C
2F803,20122,𠄢,𠄢,CJK COMPATIBILITY IDEOGRAPH-2F803,K UNIFIED IDEOGRAPH-20122
2F07,4EA0,⼇,亠,KANGXI RADICAL LID,K UNIFIED IDEOGRAPH-4EA0
F977,4EAE,亮,亮,CJK COMPATIBILITY IDEOGRAPH-F977,K UNIFIED IDEOGRAPH-4EAE
2F08,4EBA,⼈,人,KANGXI RADICAL MAN,K UNIFIED IDEOGRAPH-4EBA
30A4,4EBB,イ,亻,KATAKANA LETTER I,K UNIFIED IDEOGRAPH-4EBB
2E85,4EBB,⺅,亻,CJK RADICAL PERSON,K UNIFIED IDEOGRAPH-4EBB
F9FD,4EC0,什,什,CJK COMPATIBILITY IDEOGRAPH-F9FD,K UNIFIED IDEOGRAPH-4EC0
2F819,4ECC,仌,仌,CJK COMPATIBILITY IDEOGRAPH-2F819,K UNIFIED IDEOGRAPH-4ECC
F9A8,4EE4,令,令,CJK COMPATIBILITY IDEOGRAPH-F9A8,K UNIFIED IDEOGRAPH-4EE4
2F804,4F60,你,你,CJK COMPATIBILITY IDEOGRAPH-2F804,K UNIFIED IDEOGRAPH-4F60
5002,4F75,倂,併,CJK UNIFIED IDEOGRAPH-5002,K UNIFIED IDEOGRAPH-4F75
2F807,4F75,倂,併,CJK COMPATIBILITY IDEOGRAPH-2F807,K UNIFIED IDEOGRAPH-4F75
FA73,4F80,侀,侀,CJK COMPATIBILITY IDEOGRAPH-FA73,K UNIFIED IDEOGRAPH-4F80
F92D,4F86,來,來,CJK COMPATIBILITY IDEOGRAPH-F92D,K UNIFIED IDEOGRAPH-4F86
F9B5,4F8B,例,例,CJK COMPATIBILITY IDEOGRAPH-F9B5,K UNIFIED IDEOGRAPH-4F8B
FA30,4FAE,侮,侮,CJK COMPATIBILITY IDEOGRAPH-FA30,K UNIFIED IDEOGRAPH-4FAE
2F805,4FAE,侮,侮,CJK COMPATIBILITY IDEOGRAPH-2F805,K UNIFIED IDEOGRAPH-4FAE
2F806,4FBB,侻,侻,CJK COMPATIBILITY IDEOGRAPH-2F806,K UNIFIED IDEOGRAPH-4FBB
F965,4FBF,便,便,CJK COMPATIBILITY IDEOGRAPH-F965,K UNIFIED IDEOGRAPH-4FBF
503C,5024,值,値,CJK UNIFIED IDEOGRAPH-503C,K UNIFIED IDEOGRAPH-5024
F9D4,502B,倫,倫,CJK COMPATIBILITY IDEOGRAPH-F9D4,K UNIFIED IDEOGRAPH-502B
2F808,507A,偺,偺,CJK COMPATIBILITY IDEOGRAPH-2F808,K UNIFIED IDEOGRAPH-507A
2F809,5099,備,備,CJK COMPATIBILITY IDEOGRAPH-2F809,K UNIFIED IDEOGRAPH-5099
2F80B,50CF,像,像,CJK COMPATIBILITY IDEOGRAPH-2F80B,K UNIFIED IDEOGRAPH-50CF
F9BB,50DA,僚,僚,CJK COMPATIBILITY IDEOGRAPH-F9BB,K UNIFIED IDEOGRAPH-50DA
FA31,50E7,僧,僧,CJK COMPATIBILITY IDEOGRAPH-FA31,K UNIFIED IDEOGRAPH-50E7
2F80A,50E7,僧,僧,CJK COMPATIBILITY IDEOGRAPH-2F80A,K UNIFIED IDEOGRAPH-50E7
2F80C,349E,㒞,㒞,CJK COMPATIBILITY IDEOGRAPH-2F80C,K UNIFIED IDEOGRAPH-349E
2F09,513F,⼉,儿,KANGXI RADICAL LEGS,K UNIFIED IDEOGRAPH-513F
FA0C,5140,兀,兀,CJK COMPATIBILITY IDEOGRAPH-FA0C,K UNIFIED IDEOGRAPH-5140
2E8E,5140,⺎,兀,CJK RADICAL LAME ONE,K UNIFIED IDEOGRAPH-5140
FA74,5145,充,充,CJK COMPATIBILITY IDEOGRAPH-FA74,K UNIFIED IDEOGRAPH-5145
FA32,514D,免,免,CJK COMPATIBILITY IDEOGRAPH-FA32,K UNIFIED IDEOGRAPH-514D
2F80E,514D,免,免,CJK COMPATIBILITY IDEOGRAPH-2F80E,K UNIFIED IDEOGRAPH-514D
2F80F,5154,兔,兔,CJK COMPATIBILITY IDEOGRAPH-2F80F,K UNIFIED IDEOGRAPH-5154
2F810,5164,兤,兤,CJK COMPATIBILITY IDEOGRAPH-2F810,K UNIFIED IDEOGRAPH-5164
2F0A,5165,⼊,入,KANGXI RADICAL ENTER,K UNIFIED IDEOGRAPH-5165
2F814,5167,內,內,CJK COMPATIBILITY IDEOGRAPH-2F814,K UNIFIED IDEOGRAPH-5167
FA72,5168,全,全,CJK COMPATIBILITY IDEOGRAPH-FA72,K UNIFIED IDEOGRAPH-5168
F978,5169,兩,兩,CJK COMPATIBILITY IDEOGRAPH-F978,K UNIFIED IDEOGRAPH-5169
30CF,516B,ハ,八,KATAKANA LETTER HA,K UNIFIED IDEOGRAPH-516B
2F0B,516B,⼋,八,KANGXI RADICAL EIGHT,K UNIFIED IDEOGRAPH-516B
F9D1,516D,六,六,CJK COMPATIBILITY IDEOGRAPH-F9D1,K UNIFIED IDEOGRAPH-516D
2F811,5177,具,具,CJK COMPATIBILITY IDEOGRAPH-2F811,K UNIFIED IDEOGRAPH-5177
2F812,2051C,𠔜,𠔜,CJK COMPATIBILITY IDEOGRAPH-2F812,K UNIFIED IDEOGRAPH-2051C
2F91B,20525,𠔥,𠔥,CJK COMPATIBILITY IDEOGRAPH-2F91B,K UNIFIED IDEOGRAPH-20525
FA75,5180,冀,冀,CJK COMPATIBILITY IDEOGRAPH-FA75,K UNIFIED IDEOGRAPH-5180
2F813,34B9,㒹,㒹,CJK COMPATIBILITY IDEOGRAPH-2F813,K UNIFIED IDEOGRAPH-34B9
2F0C,5182,⼌,冂,KANGXI RADICAL DOWN BOX,K UNIFIED IDEOGRAPH-5182
2F815,518D,再,再,CJK COMPATIBILITY IDEOGRAPH-2F815,K UNIFIED IDEOGRAPH-518D
2F816,2054B,𠕋,𠕋,CJK COMPATIBILITY IDEOGRAPH-2F816,K UNIFIED IDEOGRAPH-2054B
2F8D2,5192,冒,冒,CJK COMPATIBILITY IDEOGRAPH-2F8D2,K UNIFIED IDEOGRAPH-5192
2F8D3,5195,冕,冕,CJK COMPATIBILITY IDEOGRAPH-2F8D3,K UNIFIED IDEOGRAPH-5195
2F9CA,34BB,㒻,㒻,CJK COMPATIBILITY IDEOGRAPH-2F9CA,K UNIFIED IDEOGRAPH-34BB
2F8D4,6700,最,最,CJK COMPATIBILITY IDEOGRAPH-2F8D4,K UNIFIED IDEOGRAPH-6700
2F0D,5196,⼍,冖,KANGXI RADICAL COVER,K UNIFIED IDEOGRAPH-5196
2F817,5197,冗,冗,CJK COMPATIBILITY IDEOGRAPH-2F817,K UNIFIED IDEOGRAPH-5197
2F818,51A4,冤,冤,CJK COMPATIBILITY IDEOGRAPH-2F818,K UNIFIED IDEOGRAPH-51A4
2F0E,51AB,⼎,冫,KANGXI RADICAL ICE,K UNIFIED IDEOGRAPH-51AB
2F81A,51AC,冬,冬,CJK COMPATIBILITY IDEOGRAPH-2F81A,K UNIFIED IDEOGRAPH-51AC
FA71,51B5,况,况,CJK COMPATIBILITY IDEOGRAPH-FA71,K UNIFIED IDEOGRAPH-51B5
2F81B,51B5,况,况,CJK COMPATIBILITY IDEOGRAPH-2F81B,K UNIFIED IDEOGRAPH-51B5
F92E,51B7,冷,冷,CJK COMPATIBILITY IDEOGRAPH-F92E,K UNIFIED IDEOGRAPH-51B7
F979,51C9,凉,凉,CJK COMPATIBILITY IDEOGRAPH-F979,K UNIFIED IDEOGRAPH-51C9
F955,51CC,凌,凌,CJK COMPATIBILITY IDEOGRAPH-F955,K UNIFIED IDEOGRAPH-51CC
F954,51DC,凜,凜,CJK COMPATIBILITY IDEOGRAPH-F954,K UNIFIED IDEOGRAPH-51DC
FA15,51DE,凞,凞,CJK COMPATIBILITY IDEOGRAPH-FA15,K UNIFIED IDEOGRAPH-51DE
2F0F,51E0,⼏,几,KANGXI RADICAL TABLE,K UNIFIED IDEOGRAPH-51E0
2F80D,2063A,𠘺,𠘺,CJK COMPATIBILITY IDEOGRAPH-2F80D,K UNIFIED IDEOGRAPH-2063A
2F81D,51F5,凵,凵,CJK COMPATIBILITY IDEOGRAPH-2F81D,K UNIFIED IDEOGRAPH-51F5
2F10,51F5,⼐,凵,KANGXI RADICAL OPEN BOX,K UNIFIED IDEOGRAPH-51F5
2F11,5200,⼑,刀,KANGXI RADICAL KNIFE,K UNIFIED IDEOGRAPH-5200
2E89,5202,⺉,刂,CJK RADICAL KNIFE TWO,K UNIFIED IDEOGRAPH-5202
2F81E,5203,刃,刃,CJK COMPATIBILITY IDEOGRAPH-2F81E,K UNIFIED IDEOGRAPH-5203
FA00,5207,切,切,CJK COMPATIBILITY IDEOGRAPH-FA00,K UNIFIED IDEOGRAPH-5207
2F850,5207,切,切,CJK COMPATIBILITY IDEOGRAPH-2F850,K UNIFIED IDEOGRAPH-5207
F99C,5217,列,列,CJK COMPATIBILITY IDEOGRAPH-F99C,K UNIFIED IDEOGRAPH-5217
F9DD,5229,利,利,CJK COMPATIBILITY IDEOGRAPH-F9DD,K UNIFIED IDEOGRAPH-5229
2F81F,34DF,㓟,㓟,CJK COMPATIBILITY IDEOGRAPH-2F81F,K UNIFIED IDEOGRAPH-34DF
F9FF,523A,刺,刺,CJK COMPATIBILITY IDEOGRAPH-F9FF,K UNIFIED IDEOGRAPH-523A
2F820,523B,刻,刻,CJK COMPATIBILITY IDEOGRAPH-2F820,K UNIFIED IDEOGRAPH-523B
2F821,5246,剆,剆,CJK COMPATIBILITY IDEOGRAPH-2F821,K UNIFIED IDEOGRAPH-5246
2F822,5272,割,割,CJK COMPATIBILITY IDEOGRAPH-2F822,K UNIFIED IDEOGRAPH-5272
2F823,5277,剷,剷,CJK COMPATIBILITY IDEOGRAPH-2F823,K UNIFIED IDEOGRAPH-5277
F9C7,5289,劉,劉,CJK COMPATIBILITY IDEOGRAPH-F9C7,K UNIFIED IDEOGRAPH-5289
2F9D9,20804,𠠄,𠠄,CJK COMPATIBILITY IDEOGRAPH-2F9D9,K UNIFIED IDEOGRAPH-20804
30AB,529B,カ,力,KATAKANA LETTER KA,K UNIFIED IDEOGRAPH-529B
F98A,529B,力,力,CJK COMPATIBILITY IDEOGRAPH-F98A,K UNIFIED IDEOGRAPH-529B
2F12,529B,⼒,力,KANGXI RADICAL POWER,K UNIFIED IDEOGRAPH-529B
F99D,52A3,劣,劣,CJK COMPATIBILITY IDEOGRAPH-F99D,K UNIFIED IDEOGRAPH-52A3
2F824,3515,㔕,㔕,CJK COMPATIBILITY IDEOGRAPH-2F824,K UNIFIED IDEOGRAPH-3515
2F992,52B3,劳,劳,CJK COMPATIBILITY IDEOGRAPH-2F992,K UNIFIED IDEOGRAPH-52B3
FA76,52C7,勇,勇,CJK COMPATIBILITY IDEOGRAPH-FA76,K UNIFIED IDEOGRAPH-52C7
2F825,52C7,勇,勇,CJK COMPATIBILITY IDEOGRAPH-2F825,K UNIFIED IDEOGRAPH-52C7
FA33,52C9,勉,勉,CJK COMPATIBILITY IDEOGRAPH-FA33,K UNIFIED IDEOGRAPH-52C9
2F826,52C9,勉,勉,CJK COMPATIBILITY IDEOGRAPH-2F826,K UNIFIED IDEOGRAPH-52C9
